from_lncRNA,to_mRNA
HOTAIR,miR-218
HOTAIR,VOPP1
HOTAIR,NFKB1
HOTAIR,RPS6KB1
HOTAIR,NFKB1
HOTAIR,IL6
HOTAIR,EZH2
HOTAIR,NFKB1
HOTAIR,IL6
HOTAIR,MMP9
HOTAIR,BCL2
HOTAIR,BAX
HOTAIR,CASP3
HOTAIR,CYCS
HOTAIR,EZH2
HOTAIR,miR-21
HOTAIR,SNAI1
HOTAIR,CTNNB1
HOTAIR,CDH1
HOTAIR,EZH2
HOTAIR,KDM1A
HOTAIR,DNMT3A
HOTAIR,DNMT3B
HOTAIRM1,ITGA4
HOTAIRM1,ITGAX
LINC00673,MMP9
LINC00673,POU4F1
LINC00673,AR
TARID,TCF21
TARID,GADD45A
TARID,TDG
TARID,TCF21
TARID,GADD45A
TARID,TDG
TARID,TCF21
TARID,GADD45A
TARID,TDG
LUNAR1,IGF1R
NOTCH1,LUNAR1
TP53COR1,HNRNPK
HOTAIR,EZH2
HOTAIR,SNAI1
MALAT1,CDH2
MALAT1,CDH1
MIAT,POU5F1
CRNDE,EZH2
SNHG1,EZH2
PVT1,EZH2
SNHG1,EZH2
CRNDE,EZH2
TUG1,EZH2
TUG1,SUZ12
LUCAT1,EZH2
CCAT1,EZH2
CCAT1,SUV39H1
MEG3,JARID2
MEG3,EZH2
MRCCAT1,EZH2
TUG1,EED
LINC00668,EZH2
LINC00668,SUZ12
TUG1,EZH2
TUG1,SUZ12
CDKN2B-AS1,EZH2
CDKN2B-AS1,SUZ12
RASSF1-AS1,SUZ12
HOXA-AS2,EZH2
LINC00511,EZH2
NBAT1,EZH2
CDKN2B-AS1,SUZ12
APTR,EZH2
APTR,SUZ12
HOTTIP,WDR5
LINC00958,WDR5
HOXA11-AS,WDR5
HOXA11-AS,STAU1
FOXP4-AS1,KDM1A
FOXP4-AS1,EZH2
DUXAP8,KDM1A
DUXAP8,EZH2
HOXA11-AS,KDM1A
HOXA11-AS,EZH2
HOTTIP,KDM1A
HOTTIP,EZH2
FEZF1-AS1,KDM1A
FEZF1-AS1,EZH2
CYTOR,EZH2
HOTAIR,KDM1A
AGAP2-AS1,KDM1A
AGAP2-AS1,EZH2
LINC00673,KDM1A
LINC01133,EZH2
LINC01133,KDM1A
DUXAP8,EZH2
DUXAP8,KDM1A
LINC00673,EZH2
LINC00673,KDM1A
AGAP2-AS1,EZH2
AGAP2-AS1,KDM1A
FEZF1-AS1,KDM1A
HOXA-AS2,EZH2
HOXA-AS2,KDM1A
IRAIN,EZH2
IRAIN,KDM1A
MEG3,DNMT1
GIHCG,EZH2
GIHCG,DNMT1
HOXA11-AS,EZH2
HOXA11-AS,DNMT1
HOTAIR,EZH2
HOTAIR,DNMT1
RB1-DT,DNMT3A
HOTAIR,CCND1
HOTAIR,MDM2
PANTR1,EZH2
HOXB13-AS1,EZH2
FAM83H-AS1,EZH2
SOX21-AS1,EZH2
SNHG6,EZH2
NEAT1,EZH2
CDKN2B-AS1,EZH2
HAGLR,EZH2
DUXAP10,EZH2
PVT1,EZH2
H19,EZH2
SH3PXD2A-AS1,EZH2
LNCDQ,EZH2
PVT1,EZH2
FALEC,EZH2
MIR31HG,EZH2
DANCR,EZH2
DANCR,HDAC3
ILF3-DT,EZH2
SNHG20,EZH2
HOXA11-AS,EZH2
TRERNA1,EZH2
XIST,EZH2
HOXA11-AS,EZH2
PVT1,EZH2
LL22NC03-N64E9.1,EZH2
UCA1,EZH2
ANCR,EZH2
CCAT2,EZH2
SNHG6,EZH2
UCA1,EZH2
LINC00673,EZH2
AWPPH,EZH2
MALAT1,EZH2
HULC,EZH2
XIST,EZH2
TUG1,EZH2
HOTAIR,EZH2
HOTAIR,EZH2
HEIH,EZH2
HNF1A-AS1,EZH2
SNHG20,EZH2
PVT1,EZH2
UCA1,EZH2
CYTOR,EZH2
PVT1,EZH2
BLACAT1,EZH2
SPRY4-IT1,EZH2
H19,EZH2
BANCR,EZH2
TMPOP2,EZH2
LUADT1,SUZ12
H19,Igf2
H19,Igf2
Zfhx2os,Zfhx2
HULC,ANKRD11
HULC,CDCA4
HULC,CDK8
HULC,CEP83
HULC,CWF19L1
HULC,GGT1
HULC,IWS1
HULC,LTBR
HULC,MKNK2
HULC,MORC2
HULC,NDUFC2
HULC,NF195
HULC,NNT
HULC,NOP53
HULC,RPRD1A
HULC,SDC4
HULC,SH3D19
HULC,SNAPC2
HULC,TBCB
HULC,TM9SF3
HULC,VPS4A
EGOT,MBP
EGOT,RNASE2
CDKN2B-AS1,CDKN2B
BACE1-AS,BACE1
HOTAIRM1,HOXA1
HOTAIRM1,HOXA4
Dlx6os1,Dlx5
Dlx6os1,Dlx6
Dlx6os1,Gad1
Miat,Aff1
Miat,Cdx2
Miat,Dppa3
Miat,Eomes
Miat,Fgf4
Miat,Gata3
Miat,Gata6
Miat,Gdf3
Miat,Hand1
Miat,Id2
Miat,Klf4
Miat,Nanog
Miat,Pou5f1
Miat,Relb
Miat,Sox1
AK141205,Sox2
Miat,Sox2
Miat,Sox4
Miat,T
AK141205,Klf4
AK141205,Gdf3
AK141205,Fgf4
AK141205,Dppa3
AK141205,Sox1
AK141205,T
AK141205,Gsc
AK141205,Sox4
AK141205,Gata6
AK141205,Gata4
AK141205,Relb
AK141205,Lefty2
AK141205,Eomes
EMX2OS,EMX2
NA,IFI6
Meg3,Dll4
Meg3,Flt1
Meg3,Hes1
Meg3,Iqgap1
Meg3,Vegfa
Meg3,Wasl
ADAM12-OT1,ADAM12
ADAM12-OT1,FANK1
BACE1-AS,BACE1
H19,COL2A1
MALAT1,CCT4
MALAT1,CTHRC1
MALAT1,HMMR
MALAT1,PTBP3
NA,POU5F1
NA,POU5F1P4
NA,POU5F1P5
HOTTIP,HOXA10
HOTTIP,HOXA11
HOTTIP,HOXA13
HOTTIP,HOXA7
HOTTIP,HOXA9
1500012F01Rik,Znfx1
PVT1,COL4A1
PVT1,FN1
PVT1,SERPINE1
PVT1,TGFB1
LSINCT5,ACTR2
LSINCT5,ANKFY1
LSINCT5,CXCR4
LSINCT5,EPPK1
LSINCT5,HERC1
LSINCT5,MAPK9
LSINCT5,NEAT1
LSINCT5,PDPK1
LSINCT5,PRKAA1
LSINCT5,PSPC1
HEIH,CDKN1A
HEIH,CDKN1C
HEIH,CDKN2A
HEIH,CDKN2B
Snhg3,Klf4
Snhg3,Nanog
Snhg3,Pou5f1
Snhg3,Sox2
NA,CDR1
LINCMD1,MAML1
LINCMD1,MEF2C
NA,Akt1
NA,Api5
NA,Bad
NA,Bag1
NA,Bak1
NA,Bcl2l1
NA,Birc5
NA,Bnip2
NA,Casp2
NA,Casp3
NA,Casp6
NA,Cideb
NA,Dad1
NA,Dapk1
NA,Dffa
NA,Dffb
NA,Fadd
NA,Nfkb1
NA,Polb
NA,Prdx2
NA,Pycard
NA,Sphk2
NA,Traf2
NA,Traf3
NA,Trp53
NA,Zc3hc1
NA,POU5F1
LINC00458,POU5F1
LINC01108,POU5F1
MEG3,CASP3
MEG3,CASP8
MEG3,TP53
CBR3-AS1,AR
UCA1,AKT1
UCA1,CDKN2B
UCA1,CREB1
UCA1,EP300
UCA1,TGFB1
HOTAIR,MMP9
HOTAIR,VEGFA
NA,Lzic
NA,Stox2
NA,Syn1
UCA1,AKT3
UCA1,ARNT2
UCA1,ATM
UCA1,BCR
UCA1,CRKL
UCA1,EPAS1
UCA1,FAS
UCA1,FGF1
UCA1,FN1
UCA1,FZD5
UCA1,LAMA3
UCA1,MAPK1
UCA1,PDGFB
UCA1,PRKAR2A
UCA1,PTGS2
UCA1,SUFU
UCA1,WNT5A
H19,Igf2
Hm629797,Wnt3a
HULC,CDKN2C
AK094613,PGK1
MALAT1,CDH1
MALAT1,SNAI2
MALAT1,ZEB1
MALAT1,ZEB2
H19,BAX
Malat1,Bub1b
Malat1,Col4a2
Malat1,Ebf3
Malat1,Ehbp1l1
Malat1,Fermt1
Malat1,Frmd8
Malat1,Ltbp3
Malat1,Mx2
Malat1,Neat1
Malat1,Saa3
Malat1,Shox2
Malat1,Tigd3
Malat1,Tnnt1
IFNG-AS1,IFNG
BDNF-AS,BDNF
Kcnq1ot1,Kcnq1
Adapt15,Cdk6
HOTAIR,PTEN
H19,MIR141
H19,MIR200A
H19,MIR200B
H19,MIR200C
H19,MIR429
Airn,Igf2r
MALAT1,ABCA1
MALAT1,ADAMTS12
MALAT1,ADGRL2
MALAT1,BMPER
MALAT1,CA2
MALAT1,CDCP1
MALAT1,COL6A1
MALAT1,CPM
MALAT1,CSF1
MALAT1,CXCL5
MALAT1,DRD1
MALAT1,GPC6
MALAT1,HNF4G
MALAT1,LAYN
MALAT1,LPAR1
MALAT1,LY6K
MALAT1,MCAM
MALAT1,MIA2
MALAT1,NNMT
MALAT1,PRKCE
MALAT1,RASSF6
MALAT1,ROBO1
MALAT1,STC1
MEG3,LC3-II
NEAT1,HIV-1
PTENP1,PTEN
DANCR,RUNX2
NA,Axin1
NA,Ccnd1
LINC-ROR,NANOG
LINC-ROR,POU5F1
LINC-ROR,SOX2
Dlx1as,Dlx1
Dlx1as,Dlx2
AK081227,Gabrr2
NA,RAB23
HOXA-AS2,TNFSF10
MALAT1,CDH1
NA,Hoxa1
AK126698,NKD2
NA,Spi1
CCAT2,MIR17
CCAT2,MIR20A
CCAT2,MYC
CDKN2B-AS1,ADIPOR1
CDKN2B-AS1,TMEM258
CDKN2B-AS1,VAMP3
NA,MMP9
HOTAIR,MMP1
HOTAIR,MMP3
NA,CASP3
NA,DIABLO
GAS5,MIR21
RASSF1-AS1,RASSF1
HNF1A-AS1,H19
MEG3,TP53
GAS5,CDK6
AI414879,Mirlet7b
H19,DICER1
H19,HMGA2
GAS5,CDK6
JADRR,JADE1
MEG3,MDM2
MEG3,TP53
HOTAIR,HOXA5
HOTAIR,WIF1
HOTAIR,CDKN1A
NEAT1,ADARB2
NA,CREB1
NA,FOXP3
NA,Akt1
AK139328,Casp3
AK139328,Gsk3b
AK139328,Nfkb1
NA,Nos3
GAS5,E2F1
GAS5,TP53
NA,TNF
CDKN2B-AS1,CARD8
lncRNA-GHET1,MYC
MALAT1,CDH1
MALAT1,CDH2
MALAT1,FN1
H19,MIR675
NA,Sirt1
Paupar,Pax6
UCA1,WNT6
TUNAR,Fgf4
TUNAR,Nanog
TUNAR,Sox2
NA,POU3F3
NA,BCL2
NA,CASP9
NA,CCND1
NA,CCND2
BANCR,CDH1
BANCR,CDH2
BANCR,GEMIN2
BANCR,MMP2
BANCR,MMP9
BANCR,SNAI1
BANCR,SNAI2
BANCR,TWIST1
BANCR,VIM
MALAT1,MAP2K1
MALAT1,MAP2K2
MALAT1,MAPK10
MALAT1,MAPK3
MALAT1,MAPK8
MALAT1,MAPK9
NA,MYC
HOTAIR,CD82
HOTAIR,QKI
HOTAIR,RBM38
TUSC8,MYC
LINC00963,EGFR
H19,CDH1
H19,CDH1
NA,IGF2
NA,CXCL8
NA,IL6
NA,VCAM1
WFDC21P,CCL17
WFDC21P,CCL18
WFDC21P,CCL22
WFDC21P,CCR7
WFDC21P,CD1A
WFDC21P,CD1B
WFDC21P,CD1C
WFDC21P,CD40
WFDC21P,CD80
WFDC21P,CD86
WFDC21P,FN1
WFDC21P,FSCN1
WFDC21P,ITGAM
WFDC21P,ITGAX
WFDC21P,LAMP3
WFDC21P,MRC1
HOTAIR,ERBB2
AK094613,MMP2
NA,MMP2
AK094613,MMP9
NA,MMP9
FAS-AS1,FAS
NA,FOXF1
TUG1,HOXB7
LincRNA-p21,P21
MEG3,TP53
VLDLR-AS1,ABCG2
FOXCUT,MMP2
FOXCUT,MMP7
FOXCUT,MMP9
FOXCUT,VEGFA
NA,CXCL8
NA,CXCL8
NA,IL1B
NA,IL1B
H19,CDH1
H19,HMGA2
H19,MIRLET7A1
H19,VIM
LINC-ROR,CDH1
LINC-ROR,CDH2
LINC-ROR,COL1A1
LINC-ROR,FN1
LINC-ROR,OCEL1
LINC-ROR,VIM
LINC-ROR,ZEB1
LINC-ROR,ZEB2
SOX2-OT,CCNB1
SOX2-OT,CDK1
SOX2-OT,EZH2
TRPM2-AS,TRPM2
NA,ABCB1
BANCR,ERK1
BANCR,MAPK1
BANCR,MAPK1
BANCR,MAPK3
BANCR,MAPK8
BANCR,RAF1
SPRY4-IT1,CDH1
SPRY4-IT1,VIM
ABALON,CASP3
ABALON,CASP7
ABALON,CASP9
UCA1,CDKN1A
Mir143hg,Ccl2
Mir143hg,Cd36
Mir143hg,Nos2
Mir143hg,Ptgs2
UCA1,MIR1-1
MALAT1,SFRP1
CADM1-AS1,CADM1
NA,D1S111
NA,NF1
NA,PIK3CA
TSLC1-AS1,TSLC1
MIAT,CELF3
HOTAIR,EZH2
MALAT1,LTBP1
MALAT1,SP1
GAS5,EIF4E
PCGEM1,MIR145
LINC-ROR,NFE2L2
GAPLINC,CD44
GAPLINC,MIR211
NA,OS9
Gm45923,Myh3
Gm45923,Myod1
Gm45923,Myog
HOTAIR,MMP9
HOTAIR,VEGFA
HOTTIP,MIR125B1
MALAT1,AKT1
MALAT1,MMP9
MALAT1,PCNA
NA,EPAS1
NA,CDK2
NA,CDKN1A
NA,KU70
NA,KU80
NA,MDM2
NA,RAD50
NA,TP53
NEAT1,SRp40
CASC2,MIR21
Linc00974,MIR642A
CDKN2B-AS2,CDKN1A
CDKN2B-AS1,KLF2
PCGEM1,MYC
MDC1-AS,MDC1
FOXCUT,FOXC1
MALAT1,CDKN1A
MALAT1,MYBL2
MALAT1,CDKN1B
HOTAIR,CDKN1A
CCAT1,MIR218-1
XIST,MIR152
NA,Ifrd1
NA,Sox8
MIAT,MIR150
MALAT1,EZH2
MALAT1,MIR205
NA,CDKN1A
NA,CDKN2B
BISPR,BST2
PANDAR,NFYA
SPRY4-IT1,ZNF703
NA,SMAD3
MEG3,BMP4
MEG3,osteocalcin
MEG3,RUNX2
MEG3,SP7
NA,ABCC1
NA,CASP3
NA,CASP8
NA,P-glycoprotein
Miat,Bmi1
GAS5,ANXA2
HOTAIR,BCL2
HOTAIR,CASP3
LINC00261,FOXA2
BCYRN1,MMP13
BCYRN1,MMP9
PVT1,EZH2
PARTICL,MAT2A
HOTAIR,CDH1
NA,TGFB1
NA,TWIST1
MIR31HG,PcG
CCEPR,PCNA
GAS5,IGF1R
BANCR,CDKN1A
HULC,UBE2I
PVT1,ABCB1
PVT1,ABCC1
PVT1,HIF1A
PVT1,MTOR
GAS5,YBX1
DANCR,CTNNB1
MEG3,RAC2
TUG1,MIR144
HOTAIR,HIF1A
NA,Rac1
HOTAIR,E7
Pou5f1-rs8,SUV39H1
AOC4P,VIM
LINC-ROR,TESC
HOTAIR,SETD2
HOTAIR,MIR326
TUNAR,SOX2
MEG3,BCL2
MEG3,CASP9
RAD51-AS1,TPTE2
MALAT1,miR-124
NEAT1,MIR449B
AFAP1-AS1,AFAP1
AFAP1-AS1,AFAP1
MEG3,MIR212
HOTAIR,CACNA1C
LUADT1,SUZ12
MALAT1,MIR145
LINC00982,CDKN2A
LINC00982,CDKN2B
MALAT1,TP53
TUG1,KLF2
MALINC1,PURA
PCGEM1,MIR770
NA,MIR199A1
MINCR,AURKA
MINCR,CDT1
GAS5,MIR222
GLS2,GDE1
DBH-AS1,CCND1
DBH-AS1,CCNE1
DBH-AS1,CDK6
DBH-AS1,CDKN1A
DBH-AS1,CDKN2A
DBH-AS1,CDKN1B
GAS5,MIR21
HOTAIR,AR
MALAT1,EZH2
CARMN,EZH2
CARMN,SUZ12
PVT1,EZH2
PVT1,TSHR
UCA1,MIR143
MEG3,TP53
GAS5,MIR222
MALAT1,MIR200C
NA,ATM
NA,ATR
NA,ATRIP
NA,DDB1
NA,DDB2
NA,ERCC1
NA,OGG1
MALAT1,FSD1
SNHG12,AMOT
NA,PAGR1
NA,ILF3
ZFAS1,MIR590
GAS5,PTEN
MALAT1,EZH2
CYTOR,EGFR
HULC,E2F1
PVT1,MYC
MIR31HG,MIR193B
MIAT,NFE2L2
MALAT1,MIR140
MALAT1,CLDN5
MALAT1,OCLN
MALAT1,TJP1
LINC-ROR,MIR145
LINC-ROR,NANOG
NA,Socs3
DANCR,CTNNB1
DANCR,GSK3B
UCA1,MIR193A
SNHG15,MMP2
SNHG15,MMP9
NA,ABCA1
NA,CYP7A1
C5-OT1,C5
HOTTIP,CDKN1A
NA,Olig2
NA,STAT1
H19,AHCY
MIR31HG,CDKN1A
SMIM31,EZH2
NA,SP1
GAS5,VIM
LOC389642,TNFRSF10A
HOTAIR,ANGPT2
HOTAIR,VEGFA
H19,MIR107
4930570G19Rik,NEGR1
BCYRN1,RHAU
TUG1,BCL2
NA,miR-3923
TP73-AS1,BDH2
HOTAIR,LAMB3
HOTAIR,LAMC2
HOTAIR,MMP1
HOTAIR,SNAI1
HOTAIR,TJP1
HOTAIR,TWIST1
HOTAIR,ZEB1
H19,MIR194-1
LINC01133,KLF2
GAS5,MMP2
FEZF1-AS1,FEZF1
OR3A4P,MACC1
OR3A4P,NTN4
OR3A4P,PDLIM2
OR3A4P,RACK1
UCA1,MIR485
H19,MIR148A
KRT7-AS,KRT7
PVT1,SMAD4
PVT1,TGFB1
Meg3,Hdac7
Meg3,Mir140
NA,Hnrnpl
PVT1,EZH2
PVT1,LATS2
TUG1,PRC2
NA,Wdr5
PANDAR,BMI1
PANDAR,CDKN2A
H19,MIR675
NA,GFRA1
TUG1,PTEN
H19,NANOG
H19,POU5F1
H19,PROM1
H19,SOX2
ANCR,CDK2
ANCR,CDKN1A
H19,EIF4A3
SAMMSON,C1QBP
MALAT1,CTNNB1
MALAT1,EZH2
MALAT1,ZNF174
NEAT1,MIR204
NA,FGFR3
C2dat1,Camk2d
GAS5,MIR21
GAS5,PTEN
LINC00668,PRC2
H19,MIR630
PICSAR,DUSP6
SMILR,HAS2
CRNDE,MIR384
H19,CDKN1A
HOTTIP,BAX
HOTTIP,BCL2
NA,Mir133a-1
H19,CAMK2D
NA,MIR200C
NA,WNT5A
NA,P2RX7
RBM15-AS1,RBM15
CDKN2B-AS1,ABCB1
CDKN2B-AS1,ABCC1
HOTAIR,SIRT1
NA,APOA4
NA,HuR
MALAT1,CCND1
MALAT1,MYC
NA,KAT2A
NA,WDR5
NEAT1,FUS
SBF2-AS1,SUZ12
NA,BMI1
LNCRI,MIR210
NA,ABCD3
NA,BRAF
NA,CDKN1A
NA,DUSP6
NA,FGF2
NA,FGF3
NA,GNG2
NA,ITGB3
NA,RB1
NA,NEUROG1
NA,PTEN
MALAT1,MIR206
DANCR,EZH2
DANCR,TFF3
DANCR,TIMP3
RMRP,MIR206
AGAP2-AS1,EZH2
AGAP2-AS1,KDM1A
AGAP2-AS1,KLF2
AGAP2-AS1,LATS2
CASC2,MIR21
H19,TGFBR3
NA,CDH1
NA,SNAI2
PVT1,NCL
ZFAS1,KLF2
ZFAS1,NKD2
H19,CDH1
H19,MMP9
H19,VIM
H19,PHLPP1
SPRY4-IT1,SNAI1
LINC00599,KLF2
LINC00599,MIR185
NA,EZH2
NA,SUZ12
NA,MIR200A
NA,MEF2C
CDKN2B-AS1,MYC
NA,MIR586
MIR31HG,NFKB1
SOCS2-AS1,TNFSF10
NA,CDK1
NA,P21
NA,P53
TUG1,MIR299
H19,IGF1R
LINC00052,NTRK3
SOX2-OT,CCNB1
SOX2-OT,CDC25C
PVT1,MMP9
NA,MAPK14
H19,ABCB1
H19,ABCC1
H19,ABCG2
CDKN2B-AS1,KLF2
CLMAT3,CDH1
TP53COR1,Notch1
SNHG16,FBXW7
NA,SNAI1
NA,ZEB1
MALAT1,MIR363
UCA1,GSK3B
LINC00261,CDH1
LINC00261,CDH2
LINC00261,VIM
NA,CTNNB1
NA,VIM
GCASPC,PC
PCAT6,MYC
PCAT6,TP53
MALAT1,MIR376A1
BCAR4,GLI2
MEG3,Notch1
MALAT1,SNCA
CCDC26,BCL2
CCDC26,PCNA
HOTAIR,MIR373
TUG1,CELF1
TUG1,PRC2
HULC,EZH2
XIST,EZH2
XIST,KLF2
NA,MIR182
MELTF-AS1,FOXP4
NA,MIR125A
RBM5-AS1,MYC
RBM5-AS1,SGK1
RBM5-AS1,YAP1
MALAT1,MIR26B
H19,MIR29A
Neat1,Mir129
HoxA-AS3,EZH2
GPC3-AS1,GPC3
HOXC-AS1,HOXC6
FENDRR,EZH2
NA,COL1A1
NA,MIR425
NA,SMN1
PVT1,PTCH1
ZEB1-AS1,BAX
ZEB1-AS1,BCL2
ZEB1-AS1,CCND1
ZEB1-AS1,CDH1
ZEB1-AS1,CDH2
ZEB1-AS1,CDK2
ZEB1-AS1,ITGB1
ZEB1-AS1,MMP2
ZEB1-AS1,MMP9
ZEB1-AS1,ZEB1
UCA1,CREB
LINC-ROR,NANOG
LINC-ROR,POU5F1
LINC-ROR,PROM1
LINC-ROR,SOX2
H19,CTNNB1
H19,EGFR
H19,MACC1
H19,MAPK1
H19,MAPK3
NKILA,NFKB1
XIST,miR-101
UCA1,miR-18a
PANDAR,CDH2
PANDAR,CTNNB1
PANDAR,SNAI1
PANDAR,TWIST1
PANDAR,VIM
CYTOR,MIR193A
MEG3,MIR181B1
IRAIN,CDKN2B
IRAIN,KDM1A
IRAIN,KLF2
MALAT1,MIR375
TUG1,miR-9
H19,VDR
UCA1,MIR204
CAMTA1-DT,CAMTA1
H19,MIR140
NA,CXCL13
UCA1,MIR27B
H19,MTOR
H19,VEGFA
H19,MIR342
NA,Ezh2
MALAT1,MIR140
CTD-3080P12.3,TERT
HOTAIRM1,MIR106B
HOTAIRM1,MIR125B1
HOTAIRM1,miR-20a
GAS5,miR-103
PVT1,FOXM1
Tug1,Ppargc1a
CCAT1,MIR410
NA,CDH4
UCA1,MTOR
NA,DNMT1
NA,NFIA
GAS5,APAF1
GAS5,CCND1
GAS5,CDKN1A
NA,H19
NA,Igf2
U90926,CCAAT
U90926,FABP4
U90926,PPARgamma2
RAMP2-AS1,NOTCH3
H19,Notch1
H19,TP53
PVT1,MIR146A
GSEC,DHX36
HULC,MIR372
HULC,MIR373
H19,MIRLET7A1
H19,MIRLET7B
AFAP1-AS1,TWIST1
AFAP1-AS1,VIM
PVT1,MIR195
H19,MIRLET7A1
NA,Mir19b-2
GAS5,MIR23A
ZEB1-AS1,ZEB1
FOXD3-AS1,FOXD3
NA,MIR34C
NA,MSS51
LNCSRLR,IL6
LNCSRLR,NFKB1
MEG3,UBE2B
UCA1,ABCB1
UCA1,GDE1
ZFAS1,CDH1
ZFAS1,CDH2
ZFAS1,TJP1
ZFAS1,ZEB1
Malat1,Bnip3
Malat1,Mir145a
SNHG5,MIR32
HOTAIR,ABCC1
LINC00261,SNAI2
NEAT1,MIR506
H19,MIR29B1
Hotair,Mir1a-1
H19,Mir19b-1
BANCR,MMP1
BANCR,MMP2
SPRY4-IT1,TWIST1
H19,CD151
RMRP,MIR206
NA,PEBP1
SNHG1,MIR195
HOTAIR,HuR
CCAT1,HOXB13
CCAT1,miRNA-9
CCAT1,SPRY4
CCAT1,SUV39H1
HOTAIR,ARID4A
HOTAIR,CCNE1
HOTAIR,RB1
DANCR,MYC
DANCR,SMAD3
DANCR,STAT3
ANCR,EZH2
TUG1,MIR145
SPRY4-IT1,miR-101
NA,CyclinB1
SNHG5,STAU1
NA,EZH2
MALAT1,CASP3
MALAT1,CASP9
MALAT1,MIR506
NA,C1QA
NEAT1,miR-101
TUG1,miR-9
Gas5,Mir23a
TUG1,LIMK2b
HULC,MIR200A
MALAT1,CDH1
CCAT1,CCND1
NA,PARP1
CRNDE,MIR181A1
CCAT2,ZBTB7A
TUG1,BCL2
TUG1,CASP3
Malat1,Bcl2l11
Malat1,Cxcl15
GAS5,IL10
GAS5,VEGFA
H19,Mirlet7a-1
HOXA-AS2,CDKN1A
HOXA-AS2,KLF2
CRNDE,MIR136
GAS5,MIR135B
CDKN2B-AS1,MIRLET7A1
CASC2,MIR181A1
Gm12610,VEGFA
MHENCR,MIR425
MHENCR,MIR489
NA,TCL1A
BDNF-AS,BDNF
BDNF-AS,CDC42
BDNF-AS,CLN3
UCA1,MIR182
SNHG1,miR-101
PRINS,PMAIP1
H19,MIR200A
Malat1,Tnf
TP73-AS1,RFX1
PANDAR,BBC3
TUG1,MIR300
HOTAIR,MIR454
NEAT1,miR-181d-5p
NA,U2AF2
MALAT1,MIR203A
PTCSC3,LRP6
MEG3,ABCB1
MEG3,ABCC1
MEG3,ABCG2
MEG3,MIR21
Miat,Mir24-1
TUG1,MIR335
FEZF1-AS1,KDM1A
AGAP2-AS1,CDH1
AGAP2-AS1,CDKN1A
AGAP2-AS1,EZH2
AGAP2-AS1,KDM1A
LINC00673,CADM4
LINC00673,EZH2
LINC00673,KDM1A
LINC00673,KLF2
LINC00673,LATS2
LINC00673,SP1
TUSC7,MIR211
LINC-ROR,TP53
LINC00672,LASP1
XIST,BCL2
XIST,CDH1
MALAT1,MIR124-1
NEAT1,GPHA2
MALAT1,CDH5
MALAT1,CTNNB1
MALAT1,MAPK1
MALAT1,MMP14
MALAT1,MMP2
MALAT1,MMP9
MALAT1,PTK2
MALAT1,PXN
UCA1,MIR203A
NA,Arntl
KCNQ1OT1,MIR424
CRNDE,MIR451A
CCAT2,CDH1
CCAT2,SNAI2
CCAT2,VIM
NA,WWOX
HOTAIRM1,MIR3960
Myhas,Mir125b-1
SNHG20,EZH2
XIST,MIR137
MALAT1,HMGB1
PVT1,EZH2
PVT1,MIR195
NA,MIR454
NA,MIR200A
UCA1,miR-135a
Hotair,miR-19
Meg3,miR-133a-3p
Meg3,Slc39a1
SNHG12,MMP13
NA,SFPQ
MALAT1,MIR129-1
MALAT1,MIR142
CCAT1,MIR181A1
SYNE3,CDKN1A
MEG3,MIR664A
Tug1,Hmgb1
HAGLR,MIR370
MEG3,MIR140
HOTTIP,HOXA@
GAS5,MIR137
MALAT1,EZH2
LINC01133,MIR422A
LINC00305,LMBR1L
GAS5,CDKN1B
PRAL,TP53
CDKN2B-AS1,MIR125A
TP73-AS1,MIR200A
TUG1,MIR299
TUG1,MIR34A
PHBP1,PHB
HOTAIR,AKT1
HOTAIR,MAPK8
HOTAIR,TP53
XIST,MIR320B1
PVT1,MIR26B
CCAT1,MIR33A
TUG1,MIR153-1
MALAT1,PIK3CB
MNX1-AS1,BAX
MNX1-AS1,BCL2
MNX1-AS1,CDK4
CERNA3,MIR210
MIR100HG,MIR106A
MIR100HG,MIR19A
MIR100HG,MIR19B1
MEG3,miRNA-9
UC.134,CUL4A
UC.134,LATS1
UC.134,miRNA-9
MEG3,ATG3
NA,E2F1
Chrf,Mir489
H19,PA2G4
HOTAIR,MIR148A
HOXA11-AS,CDKN1A
HOXA11-AS,CTNNB1
HOXA11-AS,EZH2
HOXA11-AS,STAU1
HOXA11-AS,WDR5
XIST,miR-186-5p
AFAP1-AS1,AKT1
AFAP1-AS1,BAX
AFAP1-AS1,BCL2
AFAP1-AS1,CASP3
AFAP1-AS1,CASP9
AFAP1-AS1,PARP1
AFAP1-AS1,PTEN
MEG3,MIR421
NA,PTEN
UCA1,MIR495
Crnde,Mir136
MALAT1,LTBP3
CCAT1,BIRC7
Gm15290,MIR615
CCAT1,MIR181B1
Gm4419,NFKB1
HOTAIR,TNFRSF10B
CRNDE,CCNE1
CRNDE,CDK4
CRNDE,CDK6
FBXL19-AS1,MIR203A
Neat1,Pidd1
XIST,WDR5
HEIH,MIR200A
Crnde,E2f3
Crnde,Mir145a
HOTAIR,MIR217
Rps15a-ps4,Cybb
NA,DIS3L2
TUG1,MIR142
PTCSC3,MIR574
GAS5,MIR221
PVT1,MIR488
GAS5,MIR21
MEG3,MIR214
NA,CASP3
NA,KMT5A
AFAP1-AS1,CCND1
AFAP1-AS1,MMP2
AFAP1-AS1,MMP9
AFAP1-AS1,MYC
